hochdeutsch,bischemerisch
Stiefmütterchen,Klotsr
Stiel,Schtiel
Stielen,Schdil
Stier,Schdier
still,schtill
stillen,stille
Stimme,Schdim
Stimme,Stimm
stimmen,schdime
stimmen,schtimme
Stimmung,Schdimung
stinken,schdinge
Stipendium,Schudentium
Stirn,Schtirn
Stirn,Stiire
Stock,Schdok
Stock,Schdouk
Stoff,Schtoff
Stoffel,Schdofl
Stollen,Stölleli
stolpern,borzeln
stolpert,borzld
stolz,schdoulz
Stolz,Stoulz
stolz,stoulz
stolzer,schdoldser
stolzer,stoulzer
stopfe,stopf
stopfen,schdopfe
stopfer,stopfe
stopft,stopfd
stopft,stöpfd
Stoppel,bfl
Stoppel,Schdu
Stoppel,u
Storch,Schdorich
Stossen von Rindvieh,gauge
Stossen von Rindvieh,gaugle
Stotterer,Stodderer
stottert,stoddert
Stoß,ber
Stoß,Bümber
Stoß,m
Stoß,Schdos
Stoß,Stüm
stoßen,schdose
stracke,stroacks
Strafe,Schdrof
Strafe,Stroff
strafen,schdrofe
strafen,stroffe
Strand,Schdrand
Strang,Schdronk
Strang,Schronk
Strasse,Schdrose
Strasse,Schdrosse
Strasse,Stroos
Strasse,Strooss
Strauch,Pfafehütle
Strauch,Schtrauch
Straße,Schdroß
Straße,Strooß
Streich,Straach
Streichbrote,Streichebrööder
streichen,streiche
streicht,streichd
Streit,Streid
streiten,schtraite
streiten,streide
Streu,Schdraawich
streue,schdrap
streuen,schdraawe
Streusel,Riweli
Streusel,Riwwele
Streuselkuchen,Riweliskuche
Streuselkuchen,Riwwelekuchen
Streuselkuchen,Riwwelisploatz
streut es,s
streut es,straabt's
Strich,Striich
Strick,Raaf
Strick,Schdriik
Strick,Striick
Stricke,Schdrik
Strobel,Schdruwl
Stroh,Schdroh
Stroh,Schdröhle
Stroh,Schro
Strohhalm,Schdröhle
Strohhalm,Ströhle
Strohsackbetten,Strohsaakbedder
Strohschneider,Schroschnaider
strubbig,verstrowweld
Strumpf,Schdrumpf
Strumpfkappen,Strumpfkabbe
Stränge,Schdreng
strömen,stroome
Strömen,Strööm
strümpfig,strümpfi
Stube,Budde
Stube,Schduwe
Stube,Stuwwe
Stube,Stüwwle
Stubenhocker,Stuwwehocker
Stuhl,Schduehl
Stuhl,Schduul
stumm,schdum
Stummer,Schdumer
Stumper,Stümber
stumpf,schdumpf
Stunde,Schdun
Stunde,Schtund
Stunde,Stun'
Stunde,Stunn
Stunde,Stünnle
Stupfel,bfl
Stupfel,Schdu
Stupfel,u
stur,schduur
Sturm,Schdurem
Sturm,Schdurm
Sturm,Schturm
Städtchen,Städle
Städtchen,Städtle
Städte,Städt
Ställe,Schdel
Stämme,Stemm
Stämme anhauen,plate
Ständchen,Stendle
Stände,Stenn
Ständer,Schdener
Ständer,Stenner
Stäuber,Sdaybern
stäubern,sdaybere
Stöcke,Schdöck
Stöcke,Schdök
stöhnen,grone
stösst,schdöst
stößt,stumbt
Stück,Schdük
Stück,Schtück
Stückchen,Stücker
Stücke,Stücker
stückweit,stückweid
Stümper,ber
Stümper,m
Stümper,Stüm
Stümpfe,Schdympf
Stümpfe,Schdümpf
Stündchen,Stündle
Stündchen,Stünnle
Stündlein,Schdynle
Stündlein,Schdünle
Stürme,Schdörm
stürmen,schdürme
stürmen,störme
stürmig,schdörmi
stürmisch,schdörmisch
stürmisch regnen,kowetle
stürmisch schneien und regnen,gowedle
stürmischer Mensch,Daihenger
stürmischer Mensch,Deihenker
stürmt,schdörmd
stürzt herunter,pfloatscht
Stütze,dze
Stütze,Schdü
Stütze,ü
such,sych
Suche,Sych
suche,süch
Suche,Süche
Suche nach den Kräuter des Würzbüschels,Wörzbüschelsüche
suchen,suche
suchen,suuche
suchen,syche
suchen,süche
suchen ihn,süche'n
Suchender,Sychr
Sucher,Sychr
Sucht,Suucht
sucht,süchd
sucht,sücht
summen,e
summen,m
summen,sum
summen,summe
summt,summd
Suppe,b
Suppe,e
Suppe,Sub
Suppe,Subb
Suppe,Subbe
Suppe,Supp
Suppeneinlage,Riwwele
surrt,sorrt
Suttel,Sudl
Säbel,Saawel
Säckchen,Säckle
Säcklein,Säckle
säe,seeb
säe,seewe
säen,seewe
säen,sewe
Säge,Sääche
Sägebock,Säächbouck
sägen,sääche
sägt,säächd
sägt,säächt
Säh,Säh
säst,seebst
säst,seewe
sät,seebt
sät,seewe
Säue Verniedlichungsform,Sayli
Säufer,Sayfer
säuft,sayft
säät,bt
säät,e
säät,se
Süden,Süüde
Sünde,Syn
Sünde und Schade,Syn un Sot
sündhaftes,sündhaft
süss,sys
süß,süüß
Süßigkeiten,Gutzli
Tabak,Dewoak
Tabak,Stinkadores
Tabakmischung,Knasder
Tafel,Doafl
Tafel,Dofl
Tafelberg,Doaflberch
Tag,Daach
Tag,Doach
Tag,Taach
Tage,Dääch
Tal,Daal
Tal,Doal
Tanne,Dan
Tanne,dane
Tanne,Danne
Tanne,Doanne
Tanne,e
Tanne,n
Tannen,Dan
Tannen,Danne
Tannen,e
Tannen,n
Tannenwald,Dan
Tannenwald,Doannewoald
Tannenwald,ewoald
Tannenwald,n
Tante,Tant
Tanz,Dands
Tanz,Donds
Tanzball,Boal
Tanzball,Dandsbaol
Tanzbälle,Bel
tanzen,dandse
tanzen,danzen
tanzen,dondse
tanzt,danzd
tanzt,dondsd
Tapete,Dabete
tapfer,wakr
Tasche,Dasche
Tasche,Tasch
Taschentuch,Routzduuch
Taschentuch,Sackduuch
Tasse,Tass
tatschen,dadsche
taub,daab
taub,daap
taub,dap
Taube,Dauwe
Tauben,Dauwe
Taubenhaus,Daubst
Taubental,Daawerdle
Taubental Flurname,Dawerdl
Taubental Flurname Verniedlichungsform von Dawerdl,Dawerdle
Tauber,Daaber
Tauber,Dauwer
Tauber,Dauwern
Tauberbischofsheim,Bischeme
Tauberbischofsheim,Bischi
Tauberfränkische,d
Tauberfränkische,Dauwergrünn
Tauberfränkische,Dauwergrünnder
Tauberfränkische,er
Taubergrund,Dauwergrunnd
Taubergrund,Dauwergruund
Taubergründer,d
Taubergründer,Dauwergründer
Taubergründer,Dauwergrünn
Taubergründer,Dauwergrünnder
Taubergründer,Dauwergrünner
Taubergründer,er
Taubertal,Dauwerdoal
Taubertäler,d
Taubertäler,Dauwergrünn
Taubertäler,Dauwergrünnder
Taubertäler,er
tauchen,dauche
taucht,daucht
taucht hinein,dunkd
tauen,daawe
Taufe,Daf
Taufe,Daffe
taufen,daffe
tauft,dafft
taugen,dauche
Taugenichts,Nigsdööchr
taugt,daucht
tausend,dausend
Tausend,Dausend
tausend,tausend
Tausendgüldenkraut,Dausendgüldekraut
Tausendgüldenkraut Würzbüschel,Dausendgüldekraut
taut,dabt
Tee,Tee
Teich,Daicht
Teig,Daach
Teig,Dak
Teig rühren,aimere
Teil,Daal
Teil des Edelbergs,Schlossersberch
Teil des Pfluges,Grendl
Teil des Pfluges,Krentl
Teil des Pfluges,Rister
Teil einer Leiter,Schprusl
teilen,daale
teilst,daalsd
Teller,Deller
Teppich,Debbich
teuer,dayer
Teufel,daifl
Teufel,Daihenger
Teufel,Dayfl
Teufel,Deihenker
Teufel,Deixel
Teufel,Deufel
Teufel,Däufel
Teufelsblendwerk,Däufelsblendwärk
Teufelsbub,Deixelsbuu
Teufelsbube,Deixelsbuu
Teufelslust,Däufelsluust
Teufelsschlucht,Deufelsschlucht
teurer,deurer
Theater,Dhjater
Theater,di
Theater,e
Theater,Kumme
Theater,Kummeedi
Theater,Theader
Theater,Tjader
Thomas,Dumes
tief,deef
tief,di
tief,dief
tief,e
tief,f
Tiefe,Diefe
tiefe,diefe
Tiefenthal,Difdl
tiefer,diefer
tiefer,difer
tiefes,diefs
tiefsten,diefste
Tiegel,Diichl
Tier,Dier
Tier,Tier
Tiere,Dier
Tiere,Diere
Tiere,Gedier
Tiger,Diicher
Tinte,Dinde
Tinte,Dinte
Tintenkleckser,Dindekleckser
Tisch,Diesch
Tisch,Diisch
Tisch,Disch
Tisch Verniedlichungsform,Dischle
Tische,Disch
toben,döube
Tobender,r
tobt,deubt
tobt,doubt
tobt,döübd
tobt,döübt
tobt er,doubt'r
Tochter,Dochter
Tochter,Maadle
Tod,Dood
Todesfall,Stärbfall
toll,doll
Ton,Doo
Ton,Doon
Ton,n
Tonerde,Lede
Toni,Doni
Topf,Doupf
Tor,Door
torkeln,döllere
Tornister,Dunister
tot,dood
tot,doot
tot,dot
tot geschossen,doodgeschosse
tote,doodi
Tour,Duur
Trab,Drab
Trage,Drooche
tragen,draache
tragen,drooche
tragen,traache
tragen,troache
Traggestell,Bäre
Tragkorb,Ködse
traktieren,zwüwle
Trampelpfade,Pfäädli
Tratsche,Draadsche
Traube,Drauwe
Traube,Drauwel
Traubenpresse,Bres
trauen,draue
trauen,draun
trauern,traure
trauliches,traulichs
Traum,Dram
Traum,m
Traum,o
Traum,Tra
Traum,Traam
Traum,Traom
Traum,Traum
traurig,trauri
Treffen,Dreef
treffen,dreefe
treffen,drefe
treffen,treffe
Treffen,Träffe
treffen,träffe
Trefferschüsse,Träfferschüss
treiben,draiwe
treiben,treiwe
Treiben,Treiwe
treiben es,treiwe's
Treibschnur,Schmaaß
treibt,treiwd
trennen,drene
Treppe,Drabe
Treppe,e
Treppe,Trab
Trester,Dresder
treten,de
treten,dre
treten,e
Treterei,Drederai
treu,dray
treu,treu
treu,träu
Treue,Träu
treue,träui
trillern,trillere
trillert,trillerd
trinken,drinke
trinken,löbere
Trinken,Saufe
trinkt,löppert
tritt,dabbd
Tritt,Dried
Tritte,Tritt
trocken,drocke
trocken,drugit
trocken,truckit
trocken,trugge
trocken,truggit
trocknet,druckent
Trog,Drouk
Trog,Trouk
Trommel,Bauge
Trommel,Drummel
Trommelklang,Drummelklang
trommeln,drummle
trommelt,drummeld
trommelt es,s
Trompete,bedde
Trompete,Drum
Trompete,m
Trompeter,bedder
Trompeter,Drum
Trompeter,Drumbedder
Trompeter,m
trompetet,t
Tropf,Droupf
Tropf,Troupf
Tropfen Verniedlichungsform,Tröpfli
tropft,troupfd
tropft,troupft
Trottoir,Drodwa
Trubel,Truuwel
Trug,Truuch
Trunk,Drunk
Trunk,Truunk
trutzen,drudse
Träger,Träächer
trägst,dreichst
trägst,dreiychst
trägst,trejchst
trägst du denn,dreiysden
trägt,dreicht
trägt,dreiycht
trägt,trejcht
Träne,Trään
Tränklein,Trenkle
Träume,Draam
Träume,Dröum
träumen,dröume
träumen,traome
träumst,traomst
trösten,drösde
trübe,drü
tu,duu
Tuch,Duuch
Tuch aus unterschiedlichen Stoffen,Patri
Tuch aus zwei groben Stoffen,Badri
Tuch aus zwei groben Stoffen,Patri
tue,dun
tue,dunn
tue,duu
tue ich,duni
tue ich,dunni
tuen,dunn
tuen,duune
Tugend,Duuchent
tun,du
Tun,Du
tun,due
tun,duh
tun,dun
tun,dune
tun,dunn
tun,duune
tun sie das,s
tunken,dunke
tunkt,dunkd
turkeln,dörigle
Turm,Durm
Turm,Duure
Turmgau,Döregai
turnen,turne
Turteltaube,Dordldauwe
tust,dunn
tust,dust
tust du,dust
tut,dunn
tut,dut
tut,dutt
tut,duut
tut er,dut'r
tut er,r
tut es,dutt's
tut es,s
tut ihn,n
tut mir,mr
täglich,däächlich
Tännchen,Dennli
Tännchen,Dännli
Tänze,Dends
Tänzer,Dondsr
täscheln,dedschle
tät,dätt
täte,dät
täte,dätt
täte,däät
täte es,s
täten,dädda
täten,dädde
Täter,Däddr
tätest,dest
tätest,däst
Täuberich,Daywer
Töchter,Maadli
Töpfe,Döpf
törkeln,dörigle
Tücher,Dycher
Tücher,Dücher
tüchtig,düchdi
Tücke,Duk
tünchen,waisle
Tüpfelchen,Dibbele
Tüpfelchen,Dipfele
Tür,Dyer
Tür,Düür
Türe,Door
Türke,Dör
Türke,Dörg
Türke,Dörk
Türke,i
Türke,k
Türkei,Dörgei
Türken,Dörge
Türmersturm,Dörnersduure
Tüte,Dutt
tüten,dyyde
uff,drouwen
uff,scho
Uhr,Uhr
Uhren,Uhre
Uhrenketten,Uhrekedde
Uhrenschlag,Uhreschloach
Uhrkette,Uhrekedde
Uiffingen,Yfi
Uiffingen,Üfi
Uissigheim,i
Uissigheim,s
Uissigheim,Ysi
Uissigheim,Üs
Uissigheimer,Ysemer
Uissigheimer,Üsemer
um,m
um,um
um,ym
um,üm
um das,ümms
um fünf Uhr müssen sie schon,um fünfi müsse sie scho raus
um Gottes Willen,Jöddich
Um Gottes willen es leutet,Jödich ess läud scho zoamm
um ihn herum,-rümm
um Jesus Willen,Jöddich
umgebracht,ümmgebroocht
Umgeher,Ümgehner
umher,ümm
umkehren,umkehre
Umpflüger,Zackerer
umsonst,esunst
umsonst,m
umsonst,üm
umsonst,ümesonst
umsonst ausgegeben,verlöppert
Umtrunk nach Viehhandel,Wejkof
Umzäunung,Hege
Unbehagen,Nüüt
unbehaglich,behaachli
unbehaglich,n
unbehaglich,u
unbehaglich,unbehaachli
unbekannt,uubekannt
und,n
und,un
und,unn
und andere Kinder,unn annri Kinn
und auch ein paar Augen hatt,unn a boar Aache hott
und ballt aus gelben Lehm,unn bald aus gelwem Lahme
und ballt aus gelben Lehm,unn balld aus gelwem Lahme
und das,s
und das,unn's
und das,unns
und die,s könne
und es,s
und es,un's
und es,unn's
und es,unns
und schaue mich umher,unn guck mi ümm
und statt einer rechten Frau,re rächde Fraa
und suchen ihn,un süche'n
Und was er sonst noch,r sunst no gääre wißt
undicht,derlecht
unentwegt,-fort
Unfug,Fisemadenden
ungefähr,ungfähr
ungenutztes Land,Wysding
ungenutztes Land,Wüsting
ungepflegtes Äußeres,Dsoutl
ungerecht,grecht
ungerecht,n
ungerecht,uu
Ungeschickter Mensch,Dabes
Ungeschickter Mensch,Dambes
ungeschützt,uschütsi
Ungeziefer,Ugedsifer
ungleiche Zähne,Zehraffel
ungleiches Gebiß,Dseraffel
ungleiches Zahngebiß,Raffel
Unkosten,Ukosde
Unkraut,Pflechtgras
Unkraut im Getreide,Rodl
unn,rüü
unn raus,widder ruff
unordentliche Frau,Schlapp
unordentlicher Mensch,Lodl
unpassend,üwwerzwerch
uns,uns
Unschlitt,Yndschli
unser,uner
unser,unnr
unserem,unnerm
unseren,unnerm
unserer,unsrer
unten,drunne
unten,e
unten,hun
unten,n
unten,une
unten,unne
unten,unner
unten beim,drunn'm
unten beim Hain,drunn'm Hoa
unten beim Hain,n
unten darunter,drun
unter,unner
unter dem,unnerm
unter dem Arm,unnerm Oarm
unterdessen,unnerdesse
unterdrücken,gnechde
untere Hauptstrasse,Grüne Baom
unterhalten,babbeln
unterhalten,gebabbelt
Unterhaltung,Gebatsch
Unterhosen,Unnerhouse
Unterhosen,Ünnerhouse
Unterschenkel Schwein,Knöchle
Unterstand,Unnerstand
Unterstand,Unnerstoand
untertags,unnerdoachs
unterwegs,unnerwäächs
Unterwäsche,Unnerwesch
unverdrossen,uunverdrosse
unzurechnungsfähig,dabberd
Unzuverlässiger,Schluri
urinieren,rable
Urlaub,Urlaub
Ursula,Oarschl
Ursula,Orschel
Ursula,Orschl
Urwaldbesen,Urwaldbääse
utzen,udse
Utzname,Kröide
Utzname für Eiersheimer,Bääschebinner
Utzname für Gerlachsheimer,Blöschli
Utzname für Großrinderfelder,Gucke
Utzname für Königheimer,Kannzschoadl
Utzname für Königheimer,Stöwwerkarre
Utzname für Königshöfer,Schnöggli
Utzname für Königshöfer,Schouvelhoufemer
Utzname für Werbacher,Goggerli
Utzname für Wertheimer,Buddescheißer
Vakanz,Ferkands
Vakanz,Frkhans
Vase,Vaas
Vater,Babbe
Vater,Foder
Vater,Vadder
Vater,Voadder
Veilchen,Faieli
Veilchen,faieli
Veilchen,Veieli
Venedig,Venedisch
Venedisch,Kloa
verbieten,verbiete
verbissen,verbisse
verbrannt,oagebrennd
verbrannt,verbrennt
verbrauchen,verbrauche
verbrauchtes Wasser vom Spülen,Schbülich
verbrechen,verbräche
verbrennen,verbrenne
verdammt,verdoammt
verderben,ferdärwe
Verderben,Verdärbe
verderben,verdärbe
Verdickung des Halses,Kröpf
verdirbt,verdärbt
verdorren,verdörrn
Verdruss,Ferdrus
verdursten,ferdorschde
verdächtig,verdächdi
vereckter,vreckter
Verein,Verain
verendete,vreckdi
vergangene,vergangni
vergehen,fergene
vergehen,n
vergehen,vergeh
vergerben,vergärwe
vergessen,fergesse
vergessen,vergesse
vergessen,vergässe
vergittern,fergremse
Vergnügen,Vergnüüche
vergraben,vergroawe
vergrabene,ne
vergrät,t
vergrät,vergröt't
verhauen,haawe
verhauen,verhaawe
verheeren,verheere
verheert,verheerd
verhindern,frhütse
verhungern,verhungre
Verhütungsform von Satan,Sitian
verkaffe,verhonigeld
verkleidete Faschingsschreckgestalten,Bouze
Verkleinerungsform,Schdröhle
Verkleinerungsform Adam,Odl
Verkleinerungsform von Fluur,Flüüerle
Verkleinerungsform von Gasse,Gesle
Verkleinerungsform von hampfl,hempfele
Verkleinerungsform von Martin,Märdle
Verkleinerungsform von Sack,Segle
Verkleinerungsform von Äcker,Egerle
Verkleinerungsform von Äcker,Ekrle
verkommen,gwomt
verkrachen,machulle
verkrachen,verkrache
verkracht,machulle
verlauste,verlausdi
verlaßt,verloßt
verleiden,verlade
verleidet,t
verleidet,verladt
verleugnen,ferlagle
verleugnen,frlakle
verlieren,verliere
verlogen,ferlouche
verlogen,verlouche
verloren,verlore
verloren,verloure
vermehren,fermere
vermessen,vermesse
vermorscht,vermorschd
Verniedlichung von Dorn,Dörle
Verniedlichung von Frau,Fraale
Verniedlichung von Herr,Herrle
Verniedlichung von Rahmen,Römle
Verniedlichungsform,Aale
Verniedlichungsform,Alderle
Verniedlichungsform,Bengle
Verniedlichungsform,Benkle
Verniedlichungsform,Dennli
Verniedlichungsform,Gärdle
Verniedlichungsform,Lendle
Verniedlichungsform,Mariele
Verniedlichungsform,Mayle
Verniedlichungsform,Meisle
Verniedlichungsform,Plätzli
Verniedlichungsform,Scheckle
Verniedlichungsform,schichdli
Verniedlichungsform,Schläbbli
Verniedlichungsform,Zwerchle
Verniedlichungsform Franz,Froanzel
Verniedlichungsform für Faß,Fäßle
Verniedlichungsform für Martin,Märtle
Verniedlichungsform Graben,Grääwele
Verniedlichungsform Sau,Säuli
Verniedlichungsform von Aa,Aale
Verniedlichungsform von Bild,Bildle
Verniedlichungsform von Dach,Dechle
Verniedlichungsform von Fib,Fible
Verniedlichungsform von Geiß,Gasle
Verniedlichungsform von Hafen,Hefele
Verniedlichungsform von Katharina,Kederle
Verniedlichungsform von Klotz,Glödsle
Verniedlichungsform von Latte,Ledle
Verniedlichungsform von Leiter,Lederle
Verniedlichungsform von Läggerbiss,Läggerbissli
Verniedlichungsform von Pelz,Beldsle
Verniedlichungsform von Rosa,Rö
Verniedlichungsform von Rosa,sle
Verniedlichungsform von Rosa,ö
Verniedlichungsform von Schwein,Bärichle
Verniedlichungsform von Schwenz,Schwenzle
Verniedlichungsform von Schüsl,Schüsele
Verniedlichungsform von Stock,Schdögle
Verniedlichungsform von Topf,Döpfle
Verniedlichungsform von Wagen,Wechele
Verniedlichungsform von Wagen,Wächele
Verniedlungsform Strick,Schdrigle
Vernunft,Ferninft
verrecken,ferrege
verrecktalbern,vreckdolweri
verreckte,vreckdi
Verreckter,Vrecker
Verreckter,Vreckling
verrückt,maschugit
verschlossen,verschlosse
verschmitzter od,Masik
verschnupfte,verschnupfdi
verschwiegen,ferschwiche
verschwunden,verschwunne
verschänden,ferschene
verschütten,ferlöbere
verschüttet,verlöbberd
Verse,Feersche
versengte,versengdi
versessen,versesse
verspern,acheln
versprechen,verspreche
Verstand,ch
Verstand,toond
Verstand,Vers
verstanden,verstanne
verstaubt,verstaabt
verstecken,verstecke
verstecken,versteckele
versteckt,versteckeld
verstehen,n
verstehen,versteh
verstehen,verstehne
versteinerte,verstoanderdi
versteuert,verstäuerd
versticken,verschdigge
verstickt man,mr
verständig,verstenni
verständlich,verständli
versuchen,versuche
versuchen,versuuche
versuchen,versüche
versäuern,verlade
versäuert,t
versäuert,verladt
verteufelt,verdeufelt
vertonen,vertone
vertragen,vertraache
vertragen,vertroache
Vertrauen,Verdraue
vertrauen,verdraue
vertraulich,verdrauli
verwilderte Flur,Wysding
verwilderte Flur,Wüsting
verwittert,milwit
verworgen,ferworiche
verwursten,worschdle
Verwursten,Worschdle
verwünschender Fluch zur Krankheit,Grenk
verwünschte,verwünschde
verzehrt,al
Verzejhle,verzwatzeld
verzuckert,verzuggerd
verzählt,verzejhlt
verächtlich,verächdli
verüben,verüüwe
Vesper,Vesber
Vesper um vier Uhr,Vierisbrood
Vettel,Fedl
Viech,Viecher
Vieh,Fiich
Vieh,Viech
Viehzeug,Viehzeuch
viel,lost
viel,vill
viel Geld,viel
viel Geld,wakr Geld
viel schöner,fileschönr
viele,vieli
viele Leute,filayt
vielleicht,ferlaicht
vielleicht,frlaicht
vielleicht,viellaacht
vier,vier
vier,vieri
vier Uhr,firi
vier Uhr,viere
vier Uhr,vieri
vier Uhr,viiri
vierschrötig,fierschrödi
Vierspitze,Vertelisspitze
vierte,färt
Viertel,Värtel
Viertel Liter Wein,Värtele
Viertele,Värtele
Viertelisspitze,Vertelisspitze
Viertelspitze,Vertelisspitze
Viertelstunde,Värtelstun
Viertelstunde,Värtelstunn
vierundzwanzig,vierezwanzich
vierzig,däär ärrt sich
vierzig,färdsich
vierzig,verzich
Vizenz,Vienz
Vogel,e
Vogel,Finkle
Vogel,Fouch
Vogel,l
Vogel,Voochel
Vogel Här,Heear
Vogelknöterich,Blutströpfli
Vokativus,Fogedifes
Volk,Folik
voll,foul
voll,voll
voll,voul
voll,voull
volle Tüte,duttvoll
vollen,volle
voller,foler
voller,völler
vom,vomm
vom,vonn
vom,vum
vom,vumm
von,fun
von,vo
von,vonn
von,vunn
von dem,fom
von dem,fum
von der Strafe erlöst,vonn dr Stroff derlööst
von einem,von'me
von einer,von're
von hinten nach oben,hinneröwerst
von ihnen,vonnen
von lang während her,funlangwärteer
vonwegen,vonnwääche
vor,a
vor,fo
vor,fori
vor,fyer
vor,r
vor,vor
vor allem vor Gewitter umherfliegend,Putsichl
vor dem,vor'm
vor dem,vorm
vor sich,förschi
voran,allons
voraus,voraus
vorbei,rym
vorbei,rümm
vorbei,verbei
vorbringen,vorbringe
vorhin,fori
vorhin,föri
Vormünder,Foarmyner
vorne,forne
vorne dran,vornedro
vorne dran,vornedroo
Vorrichtung am Wagen,Remsait
vorsichtig,sachdi
vorsichtig,vorsichdi
vorsichtig,vorsichtig
Vorstadt,Voorschd
Vorstadt,Voorscht
Vorteil,Fordl
vorwärts,allons
vorwärts,förschi
vorzeitiges Pinkeln,Hosebrunzer
Vögel,Föchel
vögeln,vöcheln
Waage,Woach
Waage,Woch
wache,wach
wache ich auf,-uff
wachen,wache
Wacholder,Waxlder
Wacholder,Waxltr
Wacholderbeeren,Woachlderbeere
Wachs,Wogs
wachsen,wachse
wachsen,woachse
wachsen,wogse
Wachtel,Wachdel
wackeln,wackle
wacker,wakr
Wade,Woade
Wagen,a
Wagen,che
Wagen,Schees
Wagen,Waach
Wagen,Wechele
Wagen,Wo
Wagen,Wächele
Wagenschmiere,Woacheschmier
Wagenspur,Glast
Wagner,Wochner
Wahl,Wool
wahr,woar
wahr,wohr
wahr,woohr
wahrhaftig,wahrhafti
Wahrheit,Wohre
Wahrheit,Wohret
Wahrheit,Woret
wahrscheinlich,woahrscheins
wahrscheins,woahrscheins
Wahrspruch,Wohrspruuch
Wald,Waald
Wald,Wald
Wald,Woald
Waldeck,Woaldeck
Waldecke,Woaldeck
Walderdbeere,Woalderdbeere
Waldfestwiese,Woaldfestwiese
Waldmeisterbowle,Waldmeisterbool
Waldschützer,Woaldschütz
Walldürn,Dyre
Walldürn,re
Walldürn,Walldü
Walldürn,ü
Walldürner,Dyremer
wallen,wale
Wams,Wammest
Wand,Wont
Wand,Woond
Wange,Woange
wann,wann
wann,woan
wann er,r
Wappen,Wobe
war,als Frage
war,net
war,waar
war,woar
war es,s
war es,woars
waren,n
waren,war'n
waren,warn
waren,woarn
waren es,s
waren es,woaren's
warm,warm
warm,woarm
warme,warmi
warme Birnenschnitze,Biireschnitz
Warnung,Warning
warte,ward
warte,wardd
warte,wart
warten,warde
warten,zuwarde
warum,o
warum,rüm
warum,warum
warum,wo
was,was
was,woas
was,woass
was,wooass
was,wos
was das ist ein seliger Tod,woass däss iss änn selche Dood
was hast du denn,wos hosden
was hast du denn,wos hostden
was hat der,n
was hat der,woas hott där Schlingel denn geduu
was ihm,em
was ihn,woas'n
was man wünscht,woas mr wünschd
was trägst du denn,wos dreiysden
was willst,wos wilt
waschen,wasche
Waschstelle,Lafoor
Waschwasser aus dem Lavoir,Waschlafoor
Wasser,e
Wasser,r
Wasser,Was
Wasser,Wasser
Wasser aus dem Schlauch auf Mörtelmischung spritzeln,spretzeln
Wasser lassen,brundse
Wasser lassen,brunze
Wasser lassen,rable
Wasserbehälter,Bude
Wasserfaß,Kuffe
Wasserfaß,Wasrkuffe
Wassergeist,Hokemo
Wassergraben,Wassergroawe
Wasserguss,Wasrguuß
Wasserkrug,Wasrkruuch
Wasserkufe,Kuffe
Wasserkufe,Wasrkuffe
Wasserrad,Wasserroad
waten im Wasser,pote
Weber,Weewer
Wechsel,Wegsl
wechseln,wechsle
Wecker,Wecker
Weckmehl,Weckmähl
Wedel,Weidl
wedeln,wedle
wedeln,wäwwern
wedelt,wäwwerd
Weg,ewech
weg,ewek
weg,ewägg
Weg,Wech
weg,weck
weg,wäch
weg,wäg
weg,wägg
Weg,Wääch
Weg auf dem,Stejch
wegs,wäächs
wegstehlen,wägstäähle
Weh,Wewe
wehren,wehre
wehren,were
weht,webd
Weiber,Weiwer
weiblich,leddi bist
weiblich,weibli
Weibsbild,Waisbil
weich,a
weich,ch
weich,wa
weich,wach
weichesten,wäächste
Weichsel,Waigselder
Weichselkirschen,Waigselder
Weichselkirschen,Weichselder
weichsten,wäächste
Weidenkätzchen,Palme
Weidenkätzchen,Palmkedsli
Weidenstrang,i
Weidenstrang,t
Weidenstrang,Wi
Weidenstrang,Wied
Weidenstrang,Wit
Weihe,Weie
Weihnachgebäck,Plätzli
Weihnachten,Wainachde
Weihnachten,Weihnachte
Weihnachten,Wejnacht
Weihnachten,Wejnachte
Weihnachtsgebäck,Pfäffernüßli
Weihnachtsgebäck,Springerli
Weihnachtsgebäck,Wejnachtsgutzli
Weihnachtsgebäck S,Springerli
Weikerstetten,Waschdeide
Weikerstetten,Waschteite
weil,odr
weil,s
weil,waal
weil,wal
weil,weil
weil es,s
weil ihrs,wal dr's
Weile,Waile
Weile,Weil
Wein,Wai
Wein,Wej
Weinberg,Waiert
Weinberg,wingert mdh
Weinbergszeile,Jo
weinen,e
weinen,flen
weinen,graine
weinen,n
Weinernte,Leese
Weingarten,Weiert
Weinkrug,kruuch
Weinkrug,n
Weinkrug,Wej
Weinlese,Leese
weis,waaß
weis du,wast
Weise,Weis
weiss,s
weiss,waas
weisst,wasst
weisst,wast
weit,wal
weit,weid
weit,weit
weite,weide
weite,weidi
weiten,weidem
weiter,weider
weiterkommen,weiderkumme
Weizen,Waaz
Weizen,Wads
weiß,waaß
weiß,wais
weiß er,r
weiß es,s
weiß es,waaß's
weiß ich es am Ende,waas iech's emend
Weißdorn,Schbaierling
weiße,weissi
weißt du,waast
welche,welche
welchem,wellem
welchen,welene
welchen,wellem
welcher,welere
welcher,weller
welches,wu's
welches,wuu'd
welches geklappert hat,wuu'd klabberd hot
welk,welg
welk,welik
welker,welger
Wellen,Welle
Wellenberg,Welleberch
Wellenberg,Wölebärich
Wellenhänslein,Wellehänsle
Wellenschlag,Welleschloach
Welt,Weld
Welt,Welt
Welt,Wääld
Weltgeschichte,Weldgschicht
